Student 1: {'ENG': 95, 'MATH': 49, 'CP': 74, 'SPORT': 90, 'SCI': 53}
Student 547: {'ENG': 43, 'MATH': 88, 'CP': 72, 'SPORT': 97, 'SCI': 50}
Student 548: {'ENG': 66, 'MATH': 66, 'CP': 66, 'SPORT': 88, 'SCI': 61}
Student 549: {'ENG': 98, 'MATH': 79, 'CP': 45, 'SPORT': 67, 'SCI': 93}
Student 550: {'ENG': 51, 'MATH': 77, 'CP': 89, 'SPORT': 98, 'SCI': 74}
Student 551: {'ENG': 81, 'MATH': 78, 'CP': 46, 'SPORT': 47, 'SCI': 88}
Student 552: {'ENG': 76, 'MATH': 75, 'CP': 93, 'SPORT': 49, 'SCI': 81}
Student 553: {'ENG': 54, 'MATH': 50, 'CP': 76, 'SPORT': 95, 'SCI': 50}
Student 554: {'ENG': 92, 'MATH': 62, 'CP': 91, 'SPORT': 84, 'SCI': 91}
Student 555: {'ENG': 98, 'MATH': 74, 'CP': 98, 'SPORT': 48, 'SCI': 91}
Student 556: {'ENG': 50, 'MATH': 66, 'CP': 66, 'SPORT': 74, 'SCI': 86}
Student 557: {'ENG': 43, 'MATH': 84, 'CP': 54, 'SPORT': 42, 'SCI': 74}
Student 558: {'ENG': 50, 'MATH': 67, 'CP': 69, 'SPORT': 45, 'SCI': 51}
Student 559: {'ENG': 89, 'MATH': 57, 'CP': 95, 'SPORT': 66, 'SCI': 74}
Student 560: {'ENG': 72, 'MATH': 55, 'CP': 76, 'SPORT': 59, 'SCI': 57}
Student 561: {'ENG': 53, 'MATH': 58, 'CP': 77, 'SPORT': 44, 'SCI': 77}
Student 562: {'ENG': 78, 'MATH': 66, 'CP': 96, 'SPORT': 71, 'SCI': 51}
Student 563: {'ENG': 48, 'MATH': 88, 'CP': 85, 'SPORT': 68, 'SCI': 74}
Student 564: {'ENG': 52, 'MATH': 88, 'CP': 63, 'SPORT': 67, 'SCI': 73}
Student 565: {'ENG': 48, 'MATH': 100, 'CP': 63, 'SPORT': 92, 'SCI': 93}
Student 566: {'ENG': 52, 'MATH': 56, 'CP': 51, 'SPORT': 80, 'SCI': 90}
Student 567: {'ENG': 87, 'MATH': 52, 'CP': 59, 'SPORT': 93, 'SCI': 72}
Student 568: {'ENG': 85, 'MATH': 72, 'CP': 94, 'SPORT': 96, 'SCI': 46}
Student 569: {'ENG': 65, 'MATH': 83, 'CP': 71, 'SPORT': 73, 'SCI': 81}
Student 570: {'ENG': 86, 'MATH': 60, 'CP': 61, 'SPORT': 65, 'SCI': 91}
Student 571: {'ENG': 98, 'MATH': 48, 'CP': 55, 'SPORT': 85, 'SCI': 51}
Student 572: {'ENG': 81, 'MATH': 98, 'CP': 51, 'SPORT': 91, 'SCI': 60}
Student 573: {'ENG': 92, 'MATH': 50, 'CP': 85, 'SPORT': 78, 'SCI': 41}
Student 574: {'ENG': 50, 'MATH': 46, 'CP': 87, 'SPORT': 64, 'SCI': 76}
Student 575: {'ENG': 73, 'MATH': 81, 'CP': 67, 'SPORT': 57, 'SCI': 53}
Student 576: {'ENG': 78, 'MATH': 91, 'CP': 63, 'SPORT': 84, 'SCI': 84}
Student 577: {'ENG': 91, 'MATH': 94, 'CP': 88, 'SPORT': 59, 'SCI': 46}
Student 578: {'ENG': 61, 'MATH': 85, 'CP': 67, 'SPORT': 71, 'SCI': 77}
Student 579: {'ENG': 75, 'MATH': 71, 'CP': 53, 'SPORT': 93, 'SCI': 76}
Student 580: {'ENG': 98, 'MATH': 94, 'CP': 68, 'SPORT': 100, 'SCI': 56}
Student 581: {'ENG': 41, 'MATH': 46, 'CP': 57, 'SPORT': 62, 'SCI': 80}
Student 582: {'ENG': 78, 'MATH': 81, 'CP': 79, 'SPORT': 48, 'SCI': 58}
Student 583: {'ENG': 88, 'MATH': 44, 'CP': 69, 'SPORT': 75, 'SCI': 76}
Student 584: {'ENG': 72, 'MATH': 45, 'CP': 48, 'SPORT': 64, 'SCI': 97}
Student 585: {'ENG': 73, 'MATH': 44, 'CP': 79, 'SPORT': 95, 'SCI': 98}
Student 586: {'ENG': 68, 'MATH': 99, 'CP': 86, 'SPORT': 84, 'SCI': 71}
Student 587: {'ENG': 57, 'MATH': 53, 'CP': 67, 'SPORT': 95, 'SCI': 70}
Student 588: {'ENG': 46, 'MATH': 85, 'CP': 69, 'SPORT': 68, 'SCI': 56}
Student 589: {'ENG': 48, 'MATH': 54, 'CP': 86, 'SPORT': 87, 'SCI': 85}
Student 590: {'ENG': 41, 'MATH': 43, 'CP': 89, 'SPORT': 91, 'SCI': 57}
Student 591: {'ENG': 58, 'MATH': 41, 'CP': 52, 'SPORT': 45, 'SCI': 41}
Student 592: {'ENG': 43, 'MATH': 42, 'CP': 72, 'SPORT': 58, 'SCI': 40}
Student 593: {'ENG': 40, 'MATH': 71, 'CP': 74, 'SPORT': 77, 'SCI': 43}
Student 594: {'ENG': 43, 'MATH': 91, 'CP': 80, 'SPORT': 48, 'SCI': 69}
Student 595: {'ENG': 46, 'MATH': 88, 'CP': 45, 'SPORT': 60, 'SCI': 76}
Student 596: {'ENG': 57, 'MATH': 61, 'CP': 68, 'SPORT': 94, 'SCI': 100}
Student 597: {'ENG': 54, 'MATH': 96, 'CP': 73, 'SPORT': 93, 'SCI': 88}
Student 598: {'ENG': 44, 'MATH': 56, 'CP': 61, 'SPORT': 96, 'SCI': 71}
Student 599: {'ENG': 66, 'MATH': 43, 'CP': 91, 'SPORT': 46, 'SCI': 71}
Student 600: {'ENG': 47, 'MATH': 83, 'CP': 59, 'SPORT': 75, 'SCI': 44}
Student 601: {'ENG': 53, 'MATH': 66, 'CP': 89, 'SPORT': 88, 'SCI': 57}
Student 602: {'ENG': 67, 'MATH': 71, 'CP': 80, 'SPORT': 55, 'SCI': 58}
Student 603: {'ENG': 47, 'MATH': 40, 'CP': 98, 'SPORT': 72, 'SCI': 55}
Student 604: {'ENG': 41, 'MATH': 69, 'CP': 79, 'SPORT': 45, 'SCI': 95}
Student 605: {'ENG': 47, 'MATH': 50, 'CP': 52, 'SPORT': 70, 'SCI': 56}
Student 606: {'ENG': 97, 'MATH': 76, 'CP': 95, 'SPORT': 57, 'SCI': 70}
Student 607: {'ENG': 67, 'MATH': 97, 'CP': 88, 'SPORT': 73, 'SCI': 85}
Student 608: {'ENG': 55, 'MATH': 94, 'CP': 92, 'SPORT': 95, 'SCI': 70}
Student 609: {'ENG': 88, 'MATH': 56, 'CP': 47, 'SPORT': 67, 'SCI': 94}
Student 610: {'ENG': 45, 'MATH': 69, 'CP': 98, 'SPORT': 52, 'SCI': 69}
Student 611: {'ENG': 100, 'MATH': 88, 'CP': 84, 'SPORT': 94, 'SCI': 55}
Student 612: {'ENG': 77, 'MATH': 48, 'CP': 68, 'SPORT': 65, 'SCI': 60}
Student 613: {'ENG': 53, 'MATH': 85, 'CP': 82, 'SPORT': 83, 'SCI': 65}
Student 614: {'ENG': 72, 'MATH': 58, 'CP': 99, 'SPORT': 58, 'SCI': 68}
Student 615: {'ENG': 79, 'MATH': 84, 'CP': 46, 'SPORT': 91, 'SCI': 92}
Student 616: {'ENG': 56, 'MATH': 82, 'CP': 81, 'SPORT': 55, 'SCI': 62}
Student 617: {'ENG': 49, 'MATH': 49, 'CP': 59, 'SPORT': 99, 'SCI': 76}
Student 618: {'ENG': 71, 'MATH': 94, 'CP': 97, 'SPORT': 50, 'SCI': 74}
Student 619: {'ENG': 97, 'MATH': 47, 'CP': 81, 'SPORT': 71, 'SCI': 56}
Student 620: {'ENG': 95, 'MATH': 97, 'CP': 52, 'SPORT': 82, 'SCI': 93}
Student 621: {'ENG': 74, 'MATH': 71, 'CP': 48, 'SPORT': 53, 'SCI': 60}
Student 622: {'ENG': 49, 'MATH': 45, 'CP': 57, 'SPORT': 80, 'SCI': 70}
Student 623: {'ENG': 64, 'MATH': 91, 'CP': 52, 'SPORT': 65, 'SCI': 46}
Student 624: {'ENG': 88, 'MATH': 42, 'CP': 98, 'SPORT': 93, 'SCI': 94}
Student 625: {'ENG': 63, 'MATH': 74, 'CP': 83, 'SPORT': 59, 'SCI': 65}
Student 626: {'ENG': 91, 'MATH': 50, 'CP': 100, 'SPORT': 98, 'SCI': 48}
Student 627: {'ENG': 86, 'MATH': 77, 'CP': 71, 'SPORT': 49, 'SCI': 45}
Student 628: {'ENG': 71, 'MATH': 44, 'CP': 42, 'SPORT': 75, 'SCI': 67}
Student 629: {'ENG': 40, 'MATH': 78, 'CP': 56, 'SPORT': 55, 'SCI': 76}
Student 630: {'ENG': 44, 'MATH': 44, 'CP': 51, 'SPORT': 69, 'SCI': 48}
Student 631: {'ENG': 61, 'MATH': 65, 'CP': 42, 'SPORT': 60, 'SCI': 66}
Student 632: {'ENG': 80, 'MATH': 64, 'CP': 56, 'SPORT': 59, 'SCI': 69}
Student 633: {'ENG': 81, 'MATH': 53, 'CP': 51, 'SPORT': 43, 'SCI': 81}
Student 634: {'ENG': 74, 'MATH': 50, 'CP': 42, 'SPORT': 46, 'SCI': 69}
Student 635: {'ENG': 88, 'MATH': 90, 'CP': 52, 'SPORT': 70, 'SCI': 95}
Student 636: {'ENG': 76, 'MATH': 76, 'CP': 71, 'SPORT': 51, 'SCI': 68}
Student 637: {'ENG': 42, 'MATH': 83, 'CP': 61, 'SPORT': 63, 'SCI': 89}
Student 638: {'ENG': 41, 'MATH': 54, 'CP': 46, 'SPORT': 84, 'SCI': 45}
Student 639: {'ENG': 54, 'MATH': 56, 'CP': 40, 'SPORT': 41, 'SCI': 90}
Student 640: {'ENG': 70, 'MATH': 91, 'CP': 48, 'SPORT': 64, 'SCI': 83}
Student 641: {'ENG': 60, 'MATH': 48, 'CP': 54, 'SPORT': 75, 'SCI': 68}
Student 642: {'ENG': 99, 'MATH': 54, 'CP': 68, 'SPORT': 50, 'SCI': 56}
Student 643: {'ENG': 57, 'MATH': 51, 'CP': 86, 'SPORT': 81, 'SCI': 91}
Student 644: {'ENG': 71, 'MATH': 51, 'CP': 93, 'SPORT': 45, 'SCI': 74}
Student 645: {'ENG': 54, 'MATH': 47, 'CP': 60, 'SPORT': 66, 'SCI': 73}
Student 646: {'ENG': 57, 'MATH': 93, 'CP': 40, 'SPORT': 53, 'SCI': 49}
Student 647: {'ENG': 94, 'MATH': 41, 'CP': 56, 'SPORT': 60, 'SCI': 100}
Student 648: {'ENG': 97, 'MATH': 86, 'CP': 73, 'SPORT': 55, 'SCI': 84}
Student 649: {'ENG': 73, 'MATH': 91, 'CP': 99, 'SPORT': 43, 'SCI': 40}
Student 650: {'ENG': 85, 'MATH': 61, 'CP': 50, 'SPORT': 78, 'SCI': 84}
Student 651: {'ENG': 56, 'MATH': 50, 'CP': 83, 'SPORT': 48, 'SCI': 95}
Student 652: {'ENG': 59, 'MATH': 99, 'CP': 71, 'SPORT': 73, 'SCI': 85}
Student 653: {'ENG': 70, 'MATH': 86, 'CP': 49, 'SPORT': 60, 'SCI': 57}
Student 654: {'ENG': 49, 'MATH': 43, 'CP': 58, 'SPORT': 76, 'SCI': 53}
Student 655: {'ENG': 42, 'MATH': 89, 'CP': 47, 'SPORT': 56, 'SCI': 40}
Student 656: {'ENG': 95, 'MATH': 62, 'CP': 86, 'SPORT': 98, 'SCI': 62}
Student 657: {'ENG': 66, 'MATH': 79, 'CP': 58, 'SPORT': 41, 'SCI': 40}
Student 658: {'ENG': 42, 'MATH': 50, 'CP': 94, 'SPORT': 42, 'SCI': 50}
Student 659: {'ENG': 50, 'MATH': 69, 'CP': 47, 'SPORT': 49, 'SCI': 63}
Student 660: {'ENG': 68, 'MATH': 73, 'CP': 82, 'SPORT': 51, 'SCI': 95}
Student 661: {'ENG': 82, 'MATH': 100, 'CP': 41, 'SPORT': 77, 'SCI': 65}
Student 662: {'ENG': 95, 'MATH': 77, 'CP': 81, 'SPORT': 90, 'SCI': 41}
Student 663: {'ENG': 59, 'MATH': 77, 'CP': 56, 'SPORT': 73, 'SCI': 100}
Student 664: {'ENG': 55, 'MATH': 86, 'CP': 56, 'SPORT': 71, 'SCI': 40}
Student 665: {'ENG': 59, 'MATH': 88, 'CP': 81, 'SPORT': 77, 'SCI': 80}
Student 666: {'ENG': 75, 'MATH': 71, 'CP': 98, 'SPORT': 83, 'SCI': 99}
Student 667: {'ENG': 41, 'MATH': 80, 'CP': 51, 'SPORT': 56, 'SCI': 59}
Student 668: {'ENG': 73, 'MATH': 100, 'CP': 96, 'SPORT': 53, 'SCI': 97}
Student 669: {'ENG': 93, 'MATH': 61, 'CP': 64, 'SPORT': 83, 'SCI': 54}
Student 670: {'ENG': 73, 'MATH': 89, 'CP': 80, 'SPORT': 53, 'SCI': 60}
Student 671: {'ENG': 82, 'MATH': 54, 'CP': 73, 'SPORT': 92, 'SCI': 60}
Student 672: {'ENG': 74, 'MATH': 93, 'CP': 62, 'SPORT': 95, 'SCI': 66}
Student 673: {'ENG': 54, 'MATH': 41, 'CP': 44, 'SPORT': 50, 'SCI': 74}
Student 674: {'ENG': 58, 'MATH': 88, 'CP': 56, 'SPORT': 82, 'SCI': 50}
Student 675: {'ENG': 40, 'MATH': 41, 'CP': 83, 'SPORT': 40, 'SCI': 71}
Student 676: {'ENG': 47, 'MATH': 55, 'CP': 86, 'SPORT': 72, 'SCI': 65}
Student 677: {'ENG': 43, 'MATH': 51, 'CP': 74, 'SPORT': 94, 'SCI': 41}
Student 678: {'ENG': 50, 'MATH': 88, 'CP': 77, 'SPORT': 51, 'SCI': 95}
Student 679: {'ENG': 44, 'MATH': 70, 'CP': 67, 'SPORT': 78, 'SCI': 81}
Student 680: {'ENG': 80, 'MATH': 58, 'CP': 47, 'SPORT': 44, 'SCI': 74}
Student 681: {'ENG': 65, 'MATH': 80, 'CP': 63, 'SPORT': 99, 'SCI': 68}
Student 682: {'ENG': 66, 'MATH': 94, 'CP': 88, 'SPORT': 97, 'SCI': 50}
Student 683: {'ENG': 55, 'MATH': 77, 'CP': 52, 'SPORT': 100, 'SCI': 57}
Student 684: {'ENG': 71, 'MATH': 80, 'CP': 82, 'SPORT': 83, 'SCI': 93}
Student 685: {'ENG': 80, 'MATH': 43, 'CP': 76, 'SPORT': 83, 'SCI': 74}
Student 686: {'ENG': 95, 'MATH': 44, 'CP': 40, 'SPORT': 65, 'SCI': 52}
Student 687: {'ENG': 89, 'MATH': 99, 'CP': 98, 'SPORT': 96, 'SCI': 95}
Student 688: {'ENG': 85, 'MATH': 49, 'CP': 46, 'SPORT': 55, 'SCI': 82}
Student 689: {'ENG': 58, 'MATH': 43, 'CP': 65, 'SPORT': 47, 'SCI': 80}
Student 690: {'ENG': 65, 'MATH': 86, 'CP': 63, 'SPORT': 46, 'SCI': 58}
Student 691: {'ENG': 95, 'MATH': 94, 'CP': 88, 'SPORT': 71, 'SCI': 99}
Student 692: {'ENG': 68, 'MATH': 49, 'CP': 76, 'SPORT': 85, 'SCI': 52}
Student 693: {'ENG': 92, 'MATH': 42, 'CP': 47, 'SPORT': 93, 'SCI': 48}
Student 694: {'ENG': 56, 'MATH': 88, 'CP': 86, 'SPORT': 84, 'SCI': 78}
Student 695: {'ENG': 77, 'MATH': 65, 'CP': 62, 'SPORT': 75, 'SCI': 45}
Student 696: {'ENG': 44, 'MATH': 43, 'CP': 76, 'SPORT': 87, 'SCI': 58}
Student 697: {'ENG': 44, 'MATH': 78, 'CP': 82, 'SPORT': 69, 'SCI': 77}
Student 698: {'ENG': 45, 'MATH': 86, 'CP': 52, 'SPORT': 42, 'SCI': 52}
Student 699: {'ENG': 47, 'MATH': 61, 'CP': 82, 'SPORT': 67, 'SCI': 98}
Student 700: {'ENG': 75, 'MATH': 47, 'CP': 49, 'SPORT': 46, 'SCI': 41}
Student 701: {'ENG': 50, 'MATH': 91, 'CP': 49, 'SPORT': 88, 'SCI': 58}
Student 702: {'ENG': 44, 'MATH': 86, 'CP': 52, 'SPORT': 71, 'SCI': 98}
Student 703: {'ENG': 91, 'MATH': 68, 'CP': 54, 'SPORT': 73, 'SCI': 91}
Student 704: {'ENG': 92, 'MATH': 75, 'CP': 64, 'SPORT': 60, 'SCI': 90}
Student 705: {'ENG': 63, 'MATH': 68, 'CP': 72, 'SPORT': 68, 'SCI': 61}
Student 706: {'ENG': 81, 'MATH': 70, 'CP': 72, 'SPORT': 45, 'SCI': 65}
Student 707: {'ENG': 58, 'MATH': 93, 'CP': 85, 'SPORT': 83, 'SCI': 61}
Student 708: {'ENG': 92, 'MATH': 48, 'CP': 90, 'SPORT': 66, 'SCI': 61}
Student 709: {'ENG': 90, 'MATH': 71, 'CP': 41, 'SPORT': 56, 'SCI': 75}
Student 710: {'ENG': 83, 'MATH': 63, 'CP': 74, 'SPORT': 44, 'SCI': 97}
Student 711: {'ENG': 66, 'MATH': 56, 'CP': 59, 'SPORT': 64, 'SCI': 57}
Student 712: {'ENG': 52, 'MATH': 83, 'CP': 42, 'SPORT': 94, 'SCI': 53}
Student 713: {'ENG': 80, 'MATH': 70, 'CP': 81, 'SPORT': 76, 'SCI': 56}
Student 714: {'ENG': 40, 'MATH': 64, 'CP': 97, 'SPORT': 96, 'SCI': 52}
Student 715: {'ENG': 78, 'MATH': 48, 'CP': 84, 'SPORT': 52, 'SCI': 99}
Student 716: {'ENG': 92, 'MATH': 70, 'CP': 82, 'SPORT': 76, 'SCI': 60}
Student 717: {'ENG': 51, 'MATH': 62, 'CP': 57, 'SPORT': 69, 'SCI': 55}
Student 718: {'ENG': 61, 'MATH': 75, 'CP': 85, 'SPORT': 79, 'SCI': 81}
Student 719: {'ENG': 47, 'MATH': 64, 'CP': 98, 'SPORT': 45, 'SCI': 44}
Student 720: {'ENG': 97, 'MATH': 82, 'CP': 55, 'SPORT': 48, 'SCI': 71}
Student 721: {'ENG': 55, 'MATH': 68, 'CP': 51, 'SPORT': 83, 'SCI': 95}
Student 722: {'ENG': 65, 'MATH': 60, 'CP': 97, 'SPORT': 92, 'SCI': 95}
Student 723: {'ENG': 64, 'MATH': 59, 'CP': 49, 'SPORT': 61, 'SCI': 87}
Student 724: {'ENG': 96, 'MATH': 49, 'CP': 86, 'SPORT': 43, 'SCI': 95}
Student 725: {'ENG': 45, 'MATH': 81, 'CP': 63, 'SPORT': 94, 'SCI': 88}
Student 726: {'ENG': 57, 'MATH': 88, 'CP': 97, 'SPORT': 86, 'SCI': 94}
Student 727: {'ENG': 76, 'MATH': 40, 'CP': 82, 'SPORT': 68, 'SCI': 67}
Student 728: {'ENG': 46, 'MATH': 59, 'CP': 78, 'SPORT': 60, 'SCI': 45}
Student 729: {'ENG': 86, 'MATH': 44, 'CP': 77, 'SPORT': 44, 'SCI': 64}
Student 730: {'ENG': 63, 'MATH': 89, 'CP': 96, 'SPORT': 57, 'SCI': 57}
Student 731: {'ENG': 97, 'MATH': 94, 'CP': 64, 'SPORT': 95, 'SCI': 93}
Student 732: {'ENG': 84, 'MATH': 73, 'CP': 48, 'SPORT': 70, 'SCI': 50}
Student 733: {'ENG': 54, 'MATH': 70, 'CP': 74, 'SPORT': 58, 'SCI': 88}
Student 734: {'ENG': 92, 'MATH': 58, 'CP': 85, 'SPORT': 63, 'SCI': 89}
Student 735: {'ENG': 99, 'MATH': 69, 'CP': 87, 'SPORT': 55, 'SCI': 43}
Student 736: {'ENG': 84, 'MATH': 77, 'CP': 80, 'SPORT': 98, 'SCI': 57}
Student 737: {'ENG': 84, 'MATH': 52, 'CP': 57, 'SPORT': 69, 'SCI': 65}
Student 738: {'ENG': 74, 'MATH': 100, 'CP': 72, 'SPORT': 46, 'SCI': 68}
Student 739: {'ENG': 77, 'MATH': 41, 'CP': 46, 'SPORT': 76, 'SCI': 56}
Student 740: {'ENG': 49, 'MATH': 59, 'CP': 57, 'SPORT': 86, 'SCI': 60}
Student 741: {'ENG': 60, 'MATH': 82, 'CP': 61, 'SPORT': 73, 'SCI': 62}
Student 742: {'ENG': 80, 'MATH': 47, 'CP': 51, 'SPORT': 76, 'SCI': 65}
Student 743: {'ENG': 90, 'MATH': 73, 'CP': 97, 'SPORT': 98, 'SCI': 47}
Student 744: {'ENG': 94, 'MATH': 99, 'CP': 41, 'SPORT': 84, 'SCI': 71}
Student 745: {'ENG': 61, 'MATH': 91, 'CP': 68, 'SPORT': 73, 'SCI': 78}
Student 746: {'ENG': 95, 'MATH': 84, 'CP': 63, 'SPORT': 90, 'SCI': 67}
Student 747: {'ENG': 87, 'MATH': 82, 'CP': 41, 'SPORT': 60, 'SCI': 80}
Student 748: {'ENG': 63, 'MATH': 91, 'CP': 76, 'SPORT': 67, 'SCI': 48}
Student 749: {'ENG': 76, 'MATH': 65, 'CP': 43, 'SPORT': 60, 'SCI': 99}
Student 750: {'ENG': 100, 'MATH': 72, 'CP': 79, 'SPORT': 46, 'SCI': 88}
Student 751: {'ENG': 64, 'MATH': 91, 'CP': 77, 'SPORT': 66, 'SCI': 50}
Student 752: {'ENG': 88, 'MATH': 44, 'CP': 89, 'SPORT': 42, 'SCI': 95}
Student 753: {'ENG': 40, 'MATH': 52, 'CP': 55, 'SPORT': 54, 'SCI': 53}
Student 754: {'ENG': 86, 'MATH': 96, 'CP': 54, 'SPORT': 85, 'SCI': 42}
Student 755: {'ENG': 65, 'MATH': 66, 'CP': 97, 'SPORT': 49, 'SCI': 64}
Student 756: {'ENG': 48, 'MATH': 71, 'CP': 72, 'SPORT': 68, 'SCI': 99}
Student 757: {'ENG': 44, 'MATH': 61, 'CP': 73, 'SPORT': 86, 'SCI': 48}
Student 758: {'ENG': 92, 'MATH': 51, 'CP': 60, 'SPORT': 51, 'SCI': 87}
Student 759: {'ENG': 85, 'MATH': 52, 'CP': 67, 'SPORT': 64, 'SCI': 90}
Student 760: {'ENG': 95, 'MATH': 98, 'CP': 74, 'SPORT': 70, 'SCI': 100}
Student 761: {'ENG': 42, 'MATH': 95, 'CP': 53, 'SPORT': 58, 'SCI': 69}
Student 762: {'ENG': 40, 'MATH': 88, 'CP': 94, 'SPORT': 91, 'SCI': 97}
Student 763: {'ENG': 63, 'MATH': 93, 'CP': 79, 'SPORT': 41, 'SCI': 68}
Student 764: {'ENG': 67, 'MATH': 65, 'CP': 81, 'SPORT': 81, 'SCI': 57}
Student 765: {'ENG': 83, 'MATH': 77, 'CP': 95, 'SPORT': 65, 'SCI': 99}
Student 766: {'ENG': 41, 'MATH': 50, 'CP': 47, 'SPORT': 47, 'SCI': 73}
Student 767: {'ENG': 78, 'MATH': 72, 'CP': 84, 'SPORT': 100, 'SCI': 91}
Student 768: {'ENG': 44, 'MATH': 55, 'CP': 55, 'SPORT': 66, 'SCI': 59}
Student 769: {'ENG': 71, 'MATH': 61, 'CP': 63, 'SPORT': 93, 'SCI': 59}
Student 770: {'ENG': 84, 'MATH': 87, 'CP': 85, 'SPORT': 61, 'SCI': 61}
Student 771: {'ENG': 65, 'MATH': 82, 'CP': 82, 'SPORT': 90, 'SCI': 86}
Student 772: {'ENG': 89, 'MATH': 82, 'CP': 50, 'SPORT': 44, 'SCI': 47}
Student 773: {'ENG': 76, 'MATH': 66, 'CP': 100, 'SPORT': 98, 'SCI': 82}
Student 774: {'ENG': 42, 'MATH': 60, 'CP': 80, 'SPORT': 85, 'SCI': 54}
Student 775: {'ENG': 83, 'MATH': 91, 'CP': 78, 'SPORT': 82, 'SCI': 85}
Student 776: {'ENG': 97, 'MATH': 79, 'CP': 100, 'SPORT': 59, 'SCI': 63}
Student 777: {'ENG': 49, 'MATH': 61, 'CP': 89, 'SPORT': 92, 'SCI': 90}
Student 778: {'ENG': 92, 'MATH': 71, 'CP': 56, 'SPORT': 74, 'SCI': 78}
Student 779: {'ENG': 79, 'MATH': 69, 'CP': 98, 'SPORT': 91, 'SCI': 79}
Student 780: {'ENG': 53, 'MATH': 73, 'CP': 75, 'SPORT': 84, 'SCI': 67}
Student 781: {'ENG': 52, 'MATH': 79, 'CP': 43, 'SPORT': 75, 'SCI': 57}
Student 782: {'ENG': 83, 'MATH': 89, 'CP': 80, 'SPORT': 72, 'SCI': 86}
Student 783: {'ENG': 94, 'MATH': 75, 'CP': 52, 'SPORT': 80, 'SCI': 96}
Student 784: {'ENG': 52, 'MATH': 49, 'CP': 88, 'SPORT': 85, 'SCI': 89}
Student 785: {'ENG': 79, 'MATH': 97, 'CP': 80, 'SPORT': 95, 'SCI': 92}
Student 786: {'ENG': 59, 'MATH': 67, 'CP': 82, 'SPORT': 88, 'SCI': 48}
Student 787: {'ENG': 45, 'MATH': 93, 'CP': 63, 'SPORT': 68, 'SCI': 93}
Student 788: {'ENG': 94, 'MATH': 62, 'CP': 65, 'SPORT': 90, 'SCI': 48}
Student 789: {'ENG': 59, 'MATH': 94, 'CP': 52, 'SPORT': 96, 'SCI': 46}
Student 790: {'ENG': 49, 'MATH': 55, 'CP': 90, 'SPORT': 100, 'SCI': 85}
Student 791: {'ENG': 81, 'MATH': 89, 'CP': 67, 'SPORT': 87, 'SCI': 67}
Student 792: {'ENG': 51, 'MATH': 79, 'CP': 64, 'SPORT': 91, 'SCI': 91}
Student 793: {'ENG': 65, 'MATH': 58, 'CP': 98, 'SPORT': 54, 'SCI': 92}
Student 794: {'ENG': 96, 'MATH': 63, 'CP': 75, 'SPORT': 50, 'SCI': 51}
Student 795: {'ENG': 82, 'MATH': 65, 'CP': 74, 'SPORT': 70, 'SCI': 58}
Student 796: {'ENG': 53, 'MATH': 52, 'CP': 47, 'SPORT': 51, 'SCI': 68}
Student 797: {'ENG': 78, 'MATH': 50, 'CP': 74, 'SPORT': 69, 'SCI': 56}
Student 798: {'ENG': 86, 'MATH': 47, 'CP': 100, 'SPORT': 96, 'SCI': 76}
Student 799: {'ENG': 97, 'MATH': 44, 'CP': 80, 'SPORT': 90, 'SCI': 46}
Student 800: {'ENG': 80, 'MATH': 54, 'CP': 91, 'SPORT': 97, 'SCI': 73}
Student 801: {'ENG': 86, 'MATH': 74, 'CP': 72, 'SPORT': 81, 'SCI': 54}
Student 802: {'ENG': 90, 'MATH': 48, 'CP': 75, 'SPORT': 50, 'SCI': 43}
Student 803: {'ENG': 67, 'MATH': 53, 'CP': 40, 'SPORT': 98, 'SCI': 62}
Student 804: {'ENG': 47, 'MATH': 95, 'CP': 58, 'SPORT': 60, 'SCI': 74}
Student 805: {'ENG': 91, 'MATH': 45, 'CP': 52, 'SPORT': 95, 'SCI': 57}
Student 806: {'ENG': 57, 'MATH': 67, 'CP': 75, 'SPORT': 46, 'SCI': 44}
Student 807: {'ENG': 100, 'MATH': 55, 'CP': 89, 'SPORT': 75, 'SCI': 48}
Student 808: {'ENG': 69, 'MATH': 57, 'CP': 68, 'SPORT': 87, 'SCI': 56}
Student 809: {'ENG': 43, 'MATH': 64, 'CP': 57, 'SPORT': 55, 'SCI': 55}
Student 810: {'ENG': 91, 'MATH': 54, 'CP': 83, 'SPORT': 47, 'SCI': 64}
Student 811: {'ENG': 50, 'MATH': 76, 'CP': 48, 'SPORT': 77, 'SCI': 52}
Student 812: {'ENG': 85, 'MATH': 69, 'CP': 92, 'SPORT': 72, 'SCI': 85}
Student 813: {'ENG': 84, 'MATH': 84, 'CP': 54, 'SPORT': 65, 'SCI': 97}
Student 814: {'ENG': 75, 'MATH': 64, 'CP': 71, 'SPORT': 55, 'SCI': 41}
Student 815: {'ENG': 48, 'MATH': 48, 'CP': 91, 'SPORT': 79, 'SCI': 58}
Student 816: {'ENG': 91, 'MATH': 42, 'CP': 45, 'SPORT': 85, 'SCI': 78}
Student 817: {'ENG': 84, 'MATH': 44, 'CP': 55, 'SPORT': 67, 'SCI': 53}
Student 818: {'ENG': 80, 'MATH': 93, 'CP': 89, 'SPORT': 57, 'SCI': 68}
Student 819: {'ENG': 98, 'MATH': 100, 'CP': 95, 'SPORT': 97, 'SCI': 52}
