Student 1: {'ENG': 85, 'MATH': 78, 'CP': 100, 'SPORT': 87, 'SCI': 100}
Student 547: {'ENG': 67, 'MATH': 53, 'CP': 66, 'SPORT': 100, 'SCI': 89}
Student 548: {'ENG': 72, 'MATH': 64, 'CP': 75, 'SPORT': 90, 'SCI': 78}
Student 549: {'ENG': 66, 'MATH': 50, 'CP': 72, 'SPORT': 44, 'SCI': 44}
Student 550: {'ENG': 50, 'MATH': 63, 'CP': 70, 'SPORT': 82, 'SCI': 54}
Student 551: {'ENG': 63, 'MATH': 73, 'CP': 48, 'SPORT': 71, 'SCI': 56}
Student 552: {'ENG': 44, 'MATH': 69, 'CP': 52, 'SPORT': 46, 'SCI': 41}
Student 553: {'ENG': 42, 'MATH': 66, 'CP': 79, 'SPORT': 89, 'SCI': 47}
Student 554: {'ENG': 85, 'MATH': 68, 'CP': 58, 'SPORT': 44, 'SCI': 94}
Student 555: {'ENG': 52, 'MATH': 64, 'CP': 85, 'SPORT': 91, 'SCI': 70}
Student 556: {'ENG': 94, 'MATH': 97, 'CP': 80, 'SPORT': 53, 'SCI': 91}
Student 557: {'ENG': 58, 'MATH': 65, 'CP': 59, 'SPORT': 72, 'SCI': 66}
Student 558: {'ENG': 47, 'MATH': 95, 'CP': 65, 'SPORT': 53, 'SCI': 78}
Student 559: {'ENG': 47, 'MATH': 85, 'CP': 45, 'SPORT': 50, 'SCI': 71}
Student 560: {'ENG': 54, 'MATH': 65, 'CP': 82, 'SPORT': 62, 'SCI': 84}
Student 561: {'ENG': 83, 'MATH': 52, 'CP': 68, 'SPORT': 47, 'SCI': 40}
Student 562: {'ENG': 64, 'MATH': 70, 'CP': 97, 'SPORT': 91, 'SCI': 76}
Student 563: {'ENG': 50, 'MATH': 52, 'CP': 78, 'SPORT': 65, 'SCI': 88}
Student 564: {'ENG': 99, 'MATH': 91, 'CP': 64, 'SPORT': 96, 'SCI': 50}
Student 565: {'ENG': 51, 'MATH': 78, 'CP': 50, 'SPORT': 60, 'SCI': 44}
Student 566: {'ENG': 84, 'MATH': 84, 'CP': 78, 'SPORT': 73, 'SCI': 60}
Student 567: {'ENG': 71, 'MATH': 84, 'CP': 46, 'SPORT': 54, 'SCI': 75}
Student 568: {'ENG': 62, 'MATH': 94, 'CP': 51, 'SPORT': 92, 'SCI': 67}
Student 569: {'ENG': 75, 'MATH': 57, 'CP': 87, 'SPORT': 71, 'SCI': 52}
Student 570: {'ENG': 86, 'MATH': 44, 'CP': 73, 'SPORT': 53, 'SCI': 77}
Student 571: {'ENG': 57, 'MATH': 47, 'CP': 81, 'SPORT': 94, 'SCI': 50}
Student 572: {'ENG': 48, 'MATH': 81, 'CP': 46, 'SPORT': 68, 'SCI': 41}
Student 573: {'ENG': 83, 'MATH': 74, 'CP': 45, 'SPORT': 79, 'SCI': 92}
Student 574: {'ENG': 89, 'MATH': 88, 'CP': 66, 'SPORT': 85, 'SCI': 69}
Student 575: {'ENG': 45, 'MATH': 44, 'CP': 80, 'SPORT': 93, 'SCI': 90}
Student 576: {'ENG': 73, 'MATH': 63, 'CP': 47, 'SPORT': 53, 'SCI': 84}
Student 577: {'ENG': 94, 'MATH': 74, 'CP': 66, 'SPORT': 42, 'SCI': 87}
Student 578: {'ENG': 40, 'MATH': 75, 'CP': 97, 'SPORT': 77, 'SCI': 65}
Student 579: {'ENG': 84, 'MATH': 56, 'CP': 96, 'SPORT': 100, 'SCI': 93}
Student 580: {'ENG': 62, 'MATH': 88, 'CP': 95, 'SPORT': 94, 'SCI': 59}
Student 581: {'ENG': 52, 'MATH': 89, 'CP': 52, 'SPORT': 81, 'SCI': 86}
Student 582: {'ENG': 94, 'MATH': 56, 'CP': 59, 'SPORT': 56, 'SCI': 76}
Student 583: {'ENG': 93, 'MATH': 93, 'CP': 92, 'SPORT': 67, 'SCI': 84}
Student 584: {'ENG': 53, 'MATH': 49, 'CP': 84, 'SPORT': 74, 'SCI': 52}
Student 585: {'ENG': 64, 'MATH': 67, 'CP': 94, 'SPORT': 80, 'SCI': 92}
Student 586: {'ENG': 77, 'MATH': 58, 'CP': 77, 'SPORT': 58, 'SCI': 70}
Student 587: {'ENG': 61, 'MATH': 89, 'CP': 77, 'SPORT': 65, 'SCI': 54}
Student 588: {'ENG': 40, 'MATH': 49, 'CP': 81, 'SPORT': 66, 'SCI': 55}
Student 589: {'ENG': 98, 'MATH': 74, 'CP': 94, 'SPORT': 78, 'SCI': 81}
Student 590: {'ENG': 79, 'MATH': 58, 'CP': 91, 'SPORT': 85, 'SCI': 59}
Student 591: {'ENG': 71, 'MATH': 55, 'CP': 70, 'SPORT': 52, 'SCI': 90}
Student 592: {'ENG': 74, 'MATH': 42, 'CP': 56, 'SPORT': 77, 'SCI': 73}
Student 593: {'ENG': 75, 'MATH': 68, 'CP': 99, 'SPORT': 45, 'SCI': 70}
Student 594: {'ENG': 100, 'MATH': 87, 'CP': 51, 'SPORT': 77, 'SCI': 45}
Student 595: {'ENG': 75, 'MATH': 40, 'CP': 80, 'SPORT': 43, 'SCI': 83}
Student 596: {'ENG': 49, 'MATH': 50, 'CP': 80, 'SPORT': 71, 'SCI': 81}
Student 597: {'ENG': 99, 'MATH': 48, 'CP': 91, 'SPORT': 90, 'SCI': 79}
Student 598: {'ENG': 91, 'MATH': 45, 'CP': 72, 'SPORT': 40, 'SCI': 47}
Student 599: {'ENG': 70, 'MATH': 41, 'CP': 47, 'SPORT': 67, 'SCI': 66}
Student 600: {'ENG': 56, 'MATH': 87, 'CP': 45, 'SPORT': 44, 'SCI': 48}
Student 601: {'ENG': 55, 'MATH': 40, 'CP': 59, 'SPORT': 70, 'SCI': 84}
Student 602: {'ENG': 64, 'MATH': 69, 'CP': 89, 'SPORT': 44, 'SCI': 83}
Student 603: {'ENG': 70, 'MATH': 40, 'CP': 77, 'SPORT': 73, 'SCI': 79}
Student 604: {'ENG': 81, 'MATH': 74, 'CP': 74, 'SPORT': 70, 'SCI': 41}
Student 605: {'ENG': 59, 'MATH': 90, 'CP': 98, 'SPORT': 94, 'SCI': 68}
Student 606: {'ENG': 91, 'MATH': 87, 'CP': 99, 'SPORT': 61, 'SCI': 67}
Student 607: {'ENG': 55, 'MATH': 41, 'CP': 47, 'SPORT': 93, 'SCI': 59}
Student 608: {'ENG': 80, 'MATH': 71, 'CP': 55, 'SPORT': 86, 'SCI': 49}
Student 609: {'ENG': 94, 'MATH': 70, 'CP': 66, 'SPORT': 40, 'SCI': 51}
Student 610: {'ENG': 100, 'MATH': 70, 'CP': 76, 'SPORT': 61, 'SCI': 60}
Student 611: {'ENG': 82, 'MATH': 71, 'CP': 70, 'SPORT': 48, 'SCI': 54}
Student 612: {'ENG': 80, 'MATH': 72, 'CP': 98, 'SPORT': 53, 'SCI': 66}
Student 613: {'ENG': 50, 'MATH': 42, 'CP': 90, 'SPORT': 46, 'SCI': 53}
Student 614: {'ENG': 44, 'MATH': 61, 'CP': 42, 'SPORT': 43, 'SCI': 55}
Student 615: {'ENG': 48, 'MATH': 95, 'CP': 63, 'SPORT': 84, 'SCI': 70}
Student 616: {'ENG': 88, 'MATH': 100, 'CP': 44, 'SPORT': 82, 'SCI': 100}
Student 617: {'ENG': 58, 'MATH': 80, 'CP': 93, 'SPORT': 80, 'SCI': 67}
Student 618: {'ENG': 95, 'MATH': 65, 'CP': 86, 'SPORT': 62, 'SCI': 64}
Student 619: {'ENG': 40, 'MATH': 52, 'CP': 72, 'SPORT': 62, 'SCI': 45}
Student 620: {'ENG': 84, 'MATH': 68, 'CP': 40, 'SPORT': 89, 'SCI': 59}
Student 621: {'ENG': 67, 'MATH': 95, 'CP': 40, 'SPORT': 44, 'SCI': 74}
Student 622: {'ENG': 94, 'MATH': 98, 'CP': 53, 'SPORT': 91, 'SCI': 43}
Student 623: {'ENG': 51, 'MATH': 64, 'CP': 68, 'SPORT': 48, 'SCI': 47}
Student 624: {'ENG': 90, 'MATH': 89, 'CP': 94, 'SPORT': 80, 'SCI': 100}
Student 625: {'ENG': 54, 'MATH': 55, 'CP': 57, 'SPORT': 94, 'SCI': 85}
Student 626: {'ENG': 43, 'MATH': 87, 'CP': 68, 'SPORT': 49, 'SCI': 81}
Student 627: {'ENG': 76, 'MATH': 63, 'CP': 60, 'SPORT': 40, 'SCI': 80}
Student 628: {'ENG': 45, 'MATH': 98, 'CP': 87, 'SPORT': 51, 'SCI': 40}
Student 629: {'ENG': 94, 'MATH': 48, 'CP': 95, 'SPORT': 56, 'SCI': 83}
Student 630: {'ENG': 92, 'MATH': 69, 'CP': 71, 'SPORT': 79, 'SCI': 98}
Student 631: {'ENG': 50, 'MATH': 68, 'CP': 86, 'SPORT': 72, 'SCI': 64}
Student 632: {'ENG': 93, 'MATH': 56, 'CP': 62, 'SPORT': 49, 'SCI': 86}
Student 633: {'ENG': 73, 'MATH': 86, 'CP': 56, 'SPORT': 60, 'SCI': 63}
Student 634: {'ENG': 79, 'MATH': 90, 'CP': 49, 'SPORT': 56, 'SCI': 82}
Student 635: {'ENG': 77, 'MATH': 60, 'CP': 68, 'SPORT': 48, 'SCI': 86}
Student 636: {'ENG': 77, 'MATH': 83, 'CP': 60, 'SPORT': 49, 'SCI': 86}
Student 637: {'ENG': 78, 'MATH': 65, 'CP': 74, 'SPORT': 89, 'SCI': 46}
Student 638: {'ENG': 53, 'MATH': 55, 'CP': 81, 'SPORT': 49, 'SCI': 49}
Student 639: {'ENG': 74, 'MATH': 59, 'CP': 89, 'SPORT': 80, 'SCI': 75}
Student 640: {'ENG': 91, 'MATH': 82, 'CP': 70, 'SPORT': 42, 'SCI': 72}
Student 641: {'ENG': 57, 'MATH': 71, 'CP': 97, 'SPORT': 66, 'SCI': 46}
Student 642: {'ENG': 71, 'MATH': 63, 'CP': 61, 'SPORT': 92, 'SCI': 85}
Student 643: {'ENG': 44, 'MATH': 93, 'CP': 73, 'SPORT': 89, 'SCI': 84}
Student 644: {'ENG': 85, 'MATH': 72, 'CP': 49, 'SPORT': 62, 'SCI': 48}
Student 645: {'ENG': 44, 'MATH': 88, 'CP': 58, 'SPORT': 42, 'SCI': 66}
Student 646: {'ENG': 95, 'MATH': 45, 'CP': 87, 'SPORT': 94, 'SCI': 84}
Student 647: {'ENG': 42, 'MATH': 42, 'CP': 99, 'SPORT': 71, 'SCI': 40}
Student 648: {'ENG': 57, 'MATH': 75, 'CP': 95, 'SPORT': 61, 'SCI': 43}
Student 649: {'ENG': 94, 'MATH': 80, 'CP': 100, 'SPORT': 69, 'SCI': 51}
Student 650: {'ENG': 89, 'MATH': 50, 'CP': 64, 'SPORT': 47, 'SCI': 52}
Student 651: {'ENG': 85, 'MATH': 64, 'CP': 76, 'SPORT': 81, 'SCI': 58}
Student 652: {'ENG': 82, 'MATH': 76, 'CP': 46, 'SPORT': 93, 'SCI': 95}
Student 653: {'ENG': 74, 'MATH': 90, 'CP': 50, 'SPORT': 63, 'SCI': 100}
Student 654: {'ENG': 70, 'MATH': 52, 'CP': 94, 'SPORT': 76, 'SCI': 87}
Student 655: {'ENG': 63, 'MATH': 75, 'CP': 88, 'SPORT': 51, 'SCI': 64}
Student 656: {'ENG': 58, 'MATH': 80, 'CP': 83, 'SPORT': 49, 'SCI': 99}
Student 657: {'ENG': 88, 'MATH': 65, 'CP': 77, 'SPORT': 86, 'SCI': 78}
Student 658: {'ENG': 77, 'MATH': 64, 'CP': 82, 'SPORT': 93, 'SCI': 76}
Student 659: {'ENG': 48, 'MATH': 86, 'CP': 75, 'SPORT': 75, 'SCI': 96}
Student 660: {'ENG': 91, 'MATH': 61, 'CP': 84, 'SPORT': 52, 'SCI': 59}
Student 661: {'ENG': 99, 'MATH': 98, 'CP': 95, 'SPORT': 49, 'SCI': 55}
Student 662: {'ENG': 79, 'MATH': 53, 'CP': 52, 'SPORT': 52, 'SCI': 76}
Student 663: {'ENG': 59, 'MATH': 47, 'CP': 41, 'SPORT': 81, 'SCI': 74}
Student 664: {'ENG': 93, 'MATH': 58, 'CP': 88, 'SPORT': 67, 'SCI': 96}
Student 665: {'ENG': 69, 'MATH': 88, 'CP': 41, 'SPORT': 92, 'SCI': 62}
Student 666: {'ENG': 79, 'MATH': 93, 'CP': 94, 'SPORT': 50, 'SCI': 84}
Student 667: {'ENG': 70, 'MATH': 99, 'CP': 89, 'SPORT': 82, 'SCI': 65}
Student 668: {'ENG': 66, 'MATH': 70, 'CP': 85, 'SPORT': 60, 'SCI': 40}
Student 669: {'ENG': 47, 'MATH': 78, 'CP': 87, 'SPORT': 72, 'SCI': 40}
Student 670: {'ENG': 88, 'MATH': 57, 'CP': 49, 'SPORT': 46, 'SCI': 99}
Student 671: {'ENG': 85, 'MATH': 45, 'CP': 91, 'SPORT': 84, 'SCI': 52}
Student 672: {'ENG': 90, 'MATH': 80, 'CP': 87, 'SPORT': 90, 'SCI': 100}
Student 673: {'ENG': 78, 'MATH': 45, 'CP': 43, 'SPORT': 67, 'SCI': 61}
Student 674: {'ENG': 55, 'MATH': 73, 'CP': 53, 'SPORT': 88, 'SCI': 65}
Student 675: {'ENG': 76, 'MATH': 75, 'CP': 76, 'SPORT': 85, 'SCI': 49}
Student 676: {'ENG': 48, 'MATH': 51, 'CP': 91, 'SPORT': 68, 'SCI': 65}
Student 677: {'ENG': 47, 'MATH': 96, 'CP': 76, 'SPORT': 77, 'SCI': 51}
Student 678: {'ENG': 48, 'MATH': 46, 'CP': 96, 'SPORT': 77, 'SCI': 61}
Student 679: {'ENG': 41, 'MATH': 45, 'CP': 95, 'SPORT': 65, 'SCI': 83}
Student 680: {'ENG': 77, 'MATH': 66, 'CP': 47, 'SPORT': 48, 'SCI': 80}
Student 681: {'ENG': 45, 'MATH': 51, 'CP': 77, 'SPORT': 41, 'SCI': 75}
Student 682: {'ENG': 43, 'MATH': 44, 'CP': 100, 'SPORT': 75, 'SCI': 71}
Student 683: {'ENG': 85, 'MATH': 92, 'CP': 57, 'SPORT': 89, 'SCI': 68}
Student 684: {'ENG': 63, 'MATH': 97, 'CP': 78, 'SPORT': 84, 'SCI': 49}
Student 685: {'ENG': 53, 'MATH': 44, 'CP': 91, 'SPORT': 57, 'SCI': 96}
Student 686: {'ENG': 74, 'MATH': 65, 'CP': 62, 'SPORT': 82, 'SCI': 93}
Student 687: {'ENG': 64, 'MATH': 89, 'CP': 100, 'SPORT': 56, 'SCI': 70}
Student 688: {'ENG': 40, 'MATH': 96, 'CP': 97, 'SPORT': 43, 'SCI': 45}
Student 689: {'ENG': 69, 'MATH': 88, 'CP': 90, 'SPORT': 50, 'SCI': 42}
Student 690: {'ENG': 71, 'MATH': 65, 'CP': 98, 'SPORT': 44, 'SCI': 68}
Student 691: {'ENG': 50, 'MATH': 82, 'CP': 94, 'SPORT': 96, 'SCI': 88}
Student 692: {'ENG': 98, 'MATH': 73, 'CP': 50, 'SPORT': 53, 'SCI': 78}
Student 693: {'ENG': 49, 'MATH': 87, 'CP': 76, 'SPORT': 66, 'SCI': 54}
Student 694: {'ENG': 93, 'MATH': 89, 'CP': 64, 'SPORT': 69, 'SCI': 64}
Student 695: {'ENG': 62, 'MATH': 70, 'CP': 63, 'SPORT': 59, 'SCI': 71}
Student 696: {'ENG': 66, 'MATH': 67, 'CP': 49, 'SPORT': 88, 'SCI': 82}
Student 697: {'ENG': 90, 'MATH': 84, 'CP': 65, 'SPORT': 89, 'SCI': 50}
Student 698: {'ENG': 88, 'MATH': 71, 'CP': 54, 'SPORT': 54, 'SCI': 95}
Student 699: {'ENG': 100, 'MATH': 90, 'CP': 55, 'SPORT': 81, 'SCI': 43}
Student 700: {'ENG': 90, 'MATH': 84, 'CP': 90, 'SPORT': 76, 'SCI': 100}
Student 701: {'ENG': 41, 'MATH': 64, 'CP': 74, 'SPORT': 77, 'SCI': 73}
Student 702: {'ENG': 65, 'MATH': 45, 'CP': 49, 'SPORT': 99, 'SCI': 68}
Student 703: {'ENG': 66, 'MATH': 42, 'CP': 60, 'SPORT': 90, 'SCI': 41}
Student 704: {'ENG': 55, 'MATH': 98, 'CP': 78, 'SPORT': 81, 'SCI': 78}
Student 705: {'ENG': 50, 'MATH': 94, 'CP': 90, 'SPORT': 81, 'SCI': 69}
Student 706: {'ENG': 90, 'MATH': 70, 'CP': 74, 'SPORT': 77, 'SCI': 62}
Student 707: {'ENG': 82, 'MATH': 80, 'CP': 47, 'SPORT': 72, 'SCI': 95}
Student 708: {'ENG': 97, 'MATH': 66, 'CP': 80, 'SPORT': 100, 'SCI': 41}
Student 709: {'ENG': 81, 'MATH': 60, 'CP': 62, 'SPORT': 90, 'SCI': 70}
Student 710: {'ENG': 93, 'MATH': 81, 'CP': 56, 'SPORT': 43, 'SCI': 54}
Student 711: {'ENG': 58, 'MATH': 92, 'CP': 69, 'SPORT': 69, 'SCI': 87}
Student 712: {'ENG': 97, 'MATH': 43, 'CP': 50, 'SPORT': 54, 'SCI': 76}
Student 713: {'ENG': 62, 'MATH': 78, 'CP': 65, 'SPORT': 43, 'SCI': 78}
Student 714: {'ENG': 73, 'MATH': 51, 'CP': 62, 'SPORT': 77, 'SCI': 76}
Student 715: {'ENG': 85, 'MATH': 53, 'CP': 82, 'SPORT': 54, 'SCI': 64}
Student 716: {'ENG': 87, 'MATH': 73, 'CP': 93, 'SPORT': 75, 'SCI': 70}
Student 717: {'ENG': 48, 'MATH': 97, 'CP': 59, 'SPORT': 47, 'SCI': 73}
Student 718: {'ENG': 43, 'MATH': 74, 'CP': 79, 'SPORT': 58, 'SCI': 95}
Student 719: {'ENG': 53, 'MATH': 93, 'CP': 73, 'SPORT': 45, 'SCI': 90}
Student 720: {'ENG': 66, 'MATH': 42, 'CP': 55, 'SPORT': 71, 'SCI': 42}
Student 721: {'ENG': 41, 'MATH': 62, 'CP': 87, 'SPORT': 40, 'SCI': 70}
Student 722: {'ENG': 59, 'MATH': 61, 'CP': 85, 'SPORT': 64, 'SCI': 76}
Student 723: {'ENG': 85, 'MATH': 80, 'CP': 55, 'SPORT': 69, 'SCI': 45}
Student 724: {'ENG': 65, 'MATH': 84, 'CP': 93, 'SPORT': 67, 'SCI': 78}
Student 725: {'ENG': 62, 'MATH': 92, 'CP': 92, 'SPORT': 67, 'SCI': 45}
Student 726: {'ENG': 99, 'MATH': 87, 'CP': 59, 'SPORT': 79, 'SCI': 90}
Student 727: {'ENG': 90, 'MATH': 89, 'CP': 54, 'SPORT': 50, 'SCI': 69}
Student 728: {'ENG': 51, 'MATH': 70, 'CP': 48, 'SPORT': 73, 'SCI': 97}
Student 729: {'ENG': 80, 'MATH': 94, 'CP': 76, 'SPORT': 43, 'SCI': 48}
Student 730: {'ENG': 53, 'MATH': 77, 'CP': 70, 'SPORT': 80, 'SCI': 79}
Student 731: {'ENG': 82, 'MATH': 89, 'CP': 55, 'SPORT': 52, 'SCI': 63}
Student 732: {'ENG': 73, 'MATH': 45, 'CP': 42, 'SPORT': 85, 'SCI': 45}
Student 733: {'ENG': 48, 'MATH': 50, 'CP': 66, 'SPORT': 49, 'SCI': 44}
Student 734: {'ENG': 51, 'MATH': 72, 'CP': 73, 'SPORT': 43, 'SCI': 67}
Student 735: {'ENG': 62, 'MATH': 95, 'CP': 63, 'SPORT': 45, 'SCI': 66}
Student 736: {'ENG': 87, 'MATH': 43, 'CP': 67, 'SPORT': 70, 'SCI': 99}
Student 737: {'ENG': 58, 'MATH': 41, 'CP': 69, 'SPORT': 48, 'SCI': 65}
Student 738: {'ENG': 85, 'MATH': 85, 'CP': 41, 'SPORT': 98, 'SCI': 87}
Student 739: {'ENG': 93, 'MATH': 60, 'CP': 96, 'SPORT': 71, 'SCI': 85}
Student 740: {'ENG': 68, 'MATH': 41, 'CP': 100, 'SPORT': 61, 'SCI': 63}
Student 741: {'ENG': 67, 'MATH': 41, 'CP': 42, 'SPORT': 98, 'SCI': 49}
Student 742: {'ENG': 95, 'MATH': 57, 'CP': 98, 'SPORT': 60, 'SCI': 40}
Student 743: {'ENG': 69, 'MATH': 46, 'CP': 59, 'SPORT': 94, 'SCI': 99}
Student 744: {'ENG': 55, 'MATH': 44, 'CP': 97, 'SPORT': 77, 'SCI': 63}
Student 745: {'ENG': 66, 'MATH': 78, 'CP': 66, 'SPORT': 87, 'SCI': 78}
Student 746: {'ENG': 60, 'MATH': 44, 'CP': 90, 'SPORT': 96, 'SCI': 43}
Student 747: {'ENG': 84, 'MATH': 58, 'CP': 52, 'SPORT': 79, 'SCI': 57}
Student 748: {'ENG': 91, 'MATH': 72, 'CP': 48, 'SPORT': 71, 'SCI': 46}
Student 749: {'ENG': 75, 'MATH': 98, 'CP': 74, 'SPORT': 42, 'SCI': 73}
Student 750: {'ENG': 85, 'MATH': 83, 'CP': 48, 'SPORT': 58, 'SCI': 96}
Student 751: {'ENG': 88, 'MATH': 41, 'CP': 67, 'SPORT': 77, 'SCI': 93}
Student 752: {'ENG': 45, 'MATH': 74, 'CP': 59, 'SPORT': 61, 'SCI': 49}
Student 753: {'ENG': 75, 'MATH': 84, 'CP': 81, 'SPORT': 100, 'SCI': 91}
Student 754: {'ENG': 80, 'MATH': 57, 'CP': 76, 'SPORT': 62, 'SCI': 80}
Student 755: {'ENG': 53, 'MATH': 69, 'CP': 61, 'SPORT': 98, 'SCI': 93}
Student 756: {'ENG': 82, 'MATH': 54, 'CP': 76, 'SPORT': 70, 'SCI': 94}
Student 757: {'ENG': 48, 'MATH': 48, 'CP': 49, 'SPORT': 74, 'SCI': 64}
Student 758: {'ENG': 45, 'MATH': 42, 'CP': 55, 'SPORT': 97, 'SCI': 94}
Student 759: {'ENG': 62, 'MATH': 63, 'CP': 93, 'SPORT': 80, 'SCI': 50}
Student 760: {'ENG': 99, 'MATH': 43, 'CP': 90, 'SPORT': 91, 'SCI': 90}
Student 761: {'ENG': 90, 'MATH': 67, 'CP': 75, 'SPORT': 90, 'SCI': 86}
Student 762: {'ENG': 84, 'MATH': 98, 'CP': 78, 'SPORT': 81, 'SCI': 74}
Student 763: {'ENG': 62, 'MATH': 64, 'CP': 64, 'SPORT': 59, 'SCI': 40}
Student 764: {'ENG': 56, 'MATH': 55, 'CP': 98, 'SPORT': 48, 'SCI': 77}
Student 765: {'ENG': 76, 'MATH': 70, 'CP': 72, 'SPORT': 53, 'SCI': 42}
Student 766: {'ENG': 74, 'MATH': 95, 'CP': 75, 'SPORT': 62, 'SCI': 82}
Student 767: {'ENG': 42, 'MATH': 84, 'CP': 43, 'SPORT': 74, 'SCI': 87}
Student 768: {'ENG': 80, 'MATH': 88, 'CP': 98, 'SPORT': 94, 'SCI': 80}
Student 769: {'ENG': 74, 'MATH': 70, 'CP': 67, 'SPORT': 94, 'SCI': 74}
Student 770: {'ENG': 58, 'MATH': 70, 'CP': 97, 'SPORT': 55, 'SCI': 70}
Student 771: {'ENG': 48, 'MATH': 87, 'CP': 47, 'SPORT': 86, 'SCI': 80}
Student 772: {'ENG': 48, 'MATH': 40, 'CP': 42, 'SPORT': 55, 'SCI': 84}
Student 773: {'ENG': 80, 'MATH': 68, 'CP': 79, 'SPORT': 92, 'SCI': 44}
Student 774: {'ENG': 61, 'MATH': 75, 'CP': 73, 'SPORT': 95, 'SCI': 56}
Student 775: {'ENG': 71, 'MATH': 91, 'CP': 47, 'SPORT': 52, 'SCI': 65}
Student 776: {'ENG': 46, 'MATH': 53, 'CP': 79, 'SPORT': 83, 'SCI': 41}
Student 777: {'ENG': 93, 'MATH': 78, 'CP': 72, 'SPORT': 45, 'SCI': 58}
Student 778: {'ENG': 70, 'MATH': 54, 'CP': 49, 'SPORT': 46, 'SCI': 82}
Student 779: {'ENG': 80, 'MATH': 88, 'CP': 54, 'SPORT': 79, 'SCI': 99}
Student 780: {'ENG': 66, 'MATH': 87, 'CP': 90, 'SPORT': 85, 'SCI': 62}
Student 781: {'ENG': 75, 'MATH': 49, 'CP': 80, 'SPORT': 69, 'SCI': 58}
Student 782: {'ENG': 82, 'MATH': 82, 'CP': 86, 'SPORT': 91, 'SCI': 84}
Student 783: {'ENG': 69, 'MATH': 66, 'CP': 73, 'SPORT': 84, 'SCI': 59}
Student 784: {'ENG': 89, 'MATH': 50, 'CP': 82, 'SPORT': 80, 'SCI': 99}
Student 785: {'ENG': 65, 'MATH': 88, 'CP': 43, 'SPORT': 75, 'SCI': 93}
Student 786: {'ENG': 72, 'MATH': 85, 'CP': 100, 'SPORT': 42, 'SCI': 94}
Student 787: {'ENG': 41, 'MATH': 76, 'CP': 49, 'SPORT': 56, 'SCI': 87}
Student 788: {'ENG': 95, 'MATH': 45, 'CP': 75, 'SPORT': 51, 'SCI': 69}
Student 789: {'ENG': 60, 'MATH': 78, 'CP': 68, 'SPORT': 45, 'SCI': 70}
Student 790: {'ENG': 78, 'MATH': 95, 'CP': 57, 'SPORT': 92, 'SCI': 46}
Student 791: {'ENG': 71, 'MATH': 99, 'CP': 43, 'SPORT': 86, 'SCI': 70}
Student 792: {'ENG': 61, 'MATH': 61, 'CP': 60, 'SPORT': 98, 'SCI': 91}
Student 793: {'ENG': 43, 'MATH': 70, 'CP': 70, 'SPORT': 82, 'SCI': 57}
Student 794: {'ENG': 76, 'MATH': 66, 'CP': 61, 'SPORT': 88, 'SCI': 60}
Student 795: {'ENG': 67, 'MATH': 60, 'CP': 81, 'SPORT': 51, 'SCI': 46}
Student 796: {'ENG': 85, 'MATH': 80, 'CP': 88, 'SPORT': 94, 'SCI': 57}
Student 797: {'ENG': 49, 'MATH': 94, 'CP': 43, 'SPORT': 76, 'SCI': 57}
Student 798: {'ENG': 93, 'MATH': 64, 'CP': 81, 'SPORT': 86, 'SCI': 49}
Student 799: {'ENG': 88, 'MATH': 87, 'CP': 82, 'SPORT': 58, 'SCI': 69}
Student 800: {'ENG': 80, 'MATH': 63, 'CP': 95, 'SPORT': 41, 'SCI': 43}
Student 801: {'ENG': 75, 'MATH': 65, 'CP': 88, 'SPORT': 79, 'SCI': 70}
Student 802: {'ENG': 65, 'MATH': 79, 'CP': 51, 'SPORT': 54, 'SCI': 92}
Student 803: {'ENG': 91, 'MATH': 53, 'CP': 54, 'SPORT': 82, 'SCI': 85}
Student 804: {'ENG': 77, 'MATH': 73, 'CP': 75, 'SPORT': 74, 'SCI': 51}
Student 805: {'ENG': 43, 'MATH': 43, 'CP': 50, 'SPORT': 43, 'SCI': 97}
Student 806: {'ENG': 56, 'MATH': 58, 'CP': 60, 'SPORT': 93, 'SCI': 63}
Student 807: {'ENG': 70, 'MATH': 69, 'CP': 79, 'SPORT': 97, 'SCI': 54}
Student 808: {'ENG': 93, 'MATH': 55, 'CP': 89, 'SPORT': 58, 'SCI': 58}
Student 809: {'ENG': 64, 'MATH': 66, 'CP': 92, 'SPORT': 64, 'SCI': 57}
Student 810: {'ENG': 89, 'MATH': 49, 'CP': 70, 'SPORT': 95, 'SCI': 45}
Student 811: {'ENG': 100, 'MATH': 94, 'CP': 84, 'SPORT': 90, 'SCI': 57}
Student 812: {'ENG': 92, 'MATH': 69, 'CP': 48, 'SPORT': 53, 'SCI': 82}
Student 813: {'ENG': 81, 'MATH': 85, 'CP': 87, 'SPORT': 46, 'SCI': 67}
Student 814: {'ENG': 61, 'MATH': 66, 'CP': 98, 'SPORT': 96, 'SCI': 84}
Student 815: {'ENG': 58, 'MATH': 65, 'CP': 42, 'SPORT': 62, 'SCI': 45}
Student 816: {'ENG': 90, 'MATH': 86, 'CP': 67, 'SPORT': 98, 'SCI': 96}
Student 817: {'ENG': 76, 'MATH': 48, 'CP': 40, 'SPORT': 83, 'SCI': 44}
Student 818: {'ENG': 45, 'MATH': 53, 'CP': 66, 'SPORT': 78, 'SCI': 51}
Student 819: {'ENG': 82, 'MATH': 81, 'CP': 81, 'SPORT': 76, 'SCI': 59}
